;name;salary;company;link
257;Аналитик данных / Web - аналитик;90000–130000руб.;TutGood;https://hh.ru/vacancy/51888115?query=data%20analyst
258;Analyst, Digital Group;-;Alvarez & Marsal CIS LLP (Moscow Branch Office);https://hh.ru/vacancy/50484394?query=data%20analyst
259;Business Analyst (Business Improvement);-;Partners in Performance;https://hh.ru/vacancy/52041671?query=data%20analyst
260;Senior Functional Analyst;-;Самокат (ООО Умное пространство);https://hh.ru/vacancy/51506474?query=data%20analyst
261;Middle data scientist (Рекомендательные системы);-;Компания «СПОРТМАСТЕР», SM Lab;https://hh.ru/vacancy/46125724?query=data%20analyst
262;Аналитик (User Experience Manager Omnichannel);-;Johnson & Johnson;https://hh.ru/vacancy/52012034?query=data%20analyst
263;Market and Category Insights Analyst;-;Brown Forman;https://hh.ru/vacancy/51994806?query=data%20analyst
264;Data Scientist;-;Сбер. IT;https://hh.ru/vacancy/50922463?query=data%20analyst
265;Аналитик данных (Data science);-;Angara Technologies Group;https://hh.ru/vacancy/51703352?query=data%20analyst
266;Data Scientist / Аналитик данных;-;Ренессанс cтрахование, Группа;https://hh.ru/vacancy/49840130?query=data%20analyst
267;Finance Analyst;-;RB;https://hh.ru/vacancy/52008465?query=data%20analyst
268;Junior/Middle Data Engineer;-;Сбер для экспертов;https://hh.ru/vacancy/51962428?query=data%20analyst
269;Data quality aналитик;-;Лига Цифровой Экономики;https://hh.ru/vacancy/51058839?query=data%20analyst
270;Junior Product Analyst;-;СберМаркет;https://hh.ru/vacancy/51865444?query=data%20analyst
271;Data Scientist;до380000руб.;Hi, Rockits!;https://hh.ru/vacancy/51868070?query=data%20analyst
272;Senior Data Scientist;-;Билайн;https://hh.ru/vacancy/48136307?query=data%20analyst
273;Data Analyst (спецпроекты и TV&OOH);-;Самокат (ООО Умный ритейл);https://hh.ru/vacancy/49725356?query=data%20analyst
274;Аналитик ВI;200000–300000руб.;Team Force;https://hh.ru/vacancy/51913411?query=data%20analyst
275;Аналитик качества данных;-;Сбер для экспертов;https://hh.ru/vacancy/47136000?query=data%20analyst
276;Senior product analyst;-;ООО СБЕРАВТО;https://hh.ru/vacancy/50806049?query=data%20analyst
277;Аналитик данных (SQL, Python);-;ВСК, САО;https://hh.ru/vacancy/51892404?query=data%20analyst
278;Аналитик DWH;-;МАГНИТ, Розничная сеть;https://hh.ru/vacancy/51720302?query=data%20analyst
279;Data Analyst (SberDevices);-;Сбер. IT;https://hh.ru/vacancy/49114926?query=data%20analyst
280;Data Analyst SberDevices;-;Сбер. IT;https://hh.ru/vacancy/49114879?query=data%20analyst
281;Web data analyst;-;ООО Онлайн институт практической психологии;https://hh.ru/vacancy/51156785?query=data%20analyst
282;Web Analyst;-;ООО Торговый дом Лазурит;https://hh.ru/vacancy/52082560?query=data%20analyst
283;Financial Analyst;-;АО ВЕРОФАРМ;https://hh.ru/vacancy/50682363?query=data%20analyst
284;Lead / Senior BI Analyst;-;AliExpress Россия;https://hh.ru/vacancy/50187713?query=data%20analyst
285;Стажер-аналитик SAP;-;NTT DATA Business Solutions;https://hh.ru/vacancy/51903335?query=data%20analyst
286;Marketing Analyst (Consumer Products Division);-;АО L’Oréal;https://hh.ru/vacancy/52081448?query=data%20analyst
287;Продуктовый аналитик (Монетизация);-;VK;https://hh.ru/vacancy/46193195?query=data%20analyst
288;Бизнес Аналитик;-;Билайн;https://hh.ru/vacancy/48800179?query=data%20analyst
289;Reviewer in Data Analysis and Data Science (Spanish / Portuguese, Brazilian);-;Яндекс.Практикум;https://hh.ru/vacancy/52045874?query=data%20analyst
290;Business analyst (remote);-;Velvetech, LLC;https://hh.ru/vacancy/51083081?query=data%20analyst
291;Data Scientist;-;Сбер. IT;https://hh.ru/vacancy/50706460?query=data%20analyst
292;Аналитик/Старший аналитик Data Scientist;-;ПАО БАНК УРАЛСИБ;https://hh.ru/vacancy/50613219?query=data%20analyst
293;Product Data Analyst;-;Скорум;https://hh.ru/vacancy/51963886?query=data%20analyst
294;Data Migration/Integration Business Analyst;-;Netcracker Technology Corp.;https://hh.ru/vacancy/52084490?query=data%20analyst
295;Senior Analyst, Marketing;от2000EUR;Get Disco;https://hh.ru/vacancy/51811296?query=data%20analyst
296;Аналитик / Старший аналитик Data Governance;-;СберМегаМаркет;https://hh.ru/vacancy/51891935?query=data%20analyst
297;Data engineer (Сбербанк);-;Лига Цифровой Экономики;https://hh.ru/vacancy/49547894?query=data%20analyst
298;Аналитик отдела контроля качества;-;ООО Раш Эдженси;https://hh.ru/vacancy/50954298?query=data%20analyst
299;Data Scientist (Корпоративные клиенты 360);-;Сбер. IT;https://hh.ru/vacancy/52009274?query=data%20analyst
300;Web-аналитик в EdTech;-;AnyClass;https://hh.ru/vacancy/50918274?query=data%20analyst
301;Продуктовый аналитик;-;СберМегаМаркет;https://hh.ru/vacancy/50037080?query=data%20analyst
302;Аналитик (gamedev);-;ООО ДЖИСЕРВИС;https://hh.ru/vacancy/51942601?query=data%20analyst
303;Data Analyst;-;Газпромбанк;https://hh.ru/vacancy/51851223?query=data%20analyst
304;Big Data Engineer;-;First Line Software;https://hh.ru/vacancy/51918992?query=data%20analyst
305;Data Engineer (Big data);-;Банк ВТБ (ПАО);https://hh.ru/vacancy/51901912?query=data%20analyst
306;Data Engineer;2000–5000USD;ООО Chatfuel;https://hh.ru/vacancy/51910060?query=data%20analyst
307;Web data analyst;от130000руб.;Фаза Роста;https://hh.ru/vacancy/51323529?query=data%20analyst
308;Senior Systems Analyst;-;Align Technology;https://hh.ru/vacancy/50604929?query=data%20analyst
309;Data Engineer/ Аналитик данных (Big data);-;Банк ВТБ (ПАО);https://hh.ru/vacancy/51253418?query=data%20analyst
310;Аналитик данных / Data Analyst;120000–160000руб.;Kor-Parts;https://hh.ru/vacancy/51808966?query=data%20analyst
311;System Analyst (DWH);-;Playrix;https://hh.ru/vacancy/50773527?query=data%20analyst
312;Middle/Senior Data analyst;-;ООО ЦРПТ (Центр развития перспективных технологий);https://hh.ru/vacancy/48864766?query=data%20analyst
313;Senior Sales Forecast Analyst;-;Brown Forman;https://hh.ru/vacancy/52008886?query=data%20analyst
314;Digital Analyst;-;ООО Леви Штраусс Москва;https://hh.ru/vacancy/51219344?query=data%20analyst
315;IT Business analyst(Global Consumer Bank Tech);-;АО Citibank;https://hh.ru/vacancy/51692191?query=data%20analyst
316;Младший системный аналитик;до140000руб.;FinFort;https://hh.ru/vacancy/50445621?query=data%20analyst
317;Finance analyst;-;Inchcape Russia;https://hh.ru/vacancy/51321876?query=data%20analyst
318;Data Scientist;150000–200000руб.;Бизнес Трэвел Джоб;https://hh.ru/vacancy/51856266?query=data%20analyst
319;Project manager / Market Research Manager;-;GfK Rus;https://hh.ru/vacancy/47054054?query=data%20analyst
320;System Analyst;-;ООО Группа Компаний Wallet One;https://hh.ru/vacancy/50253672?query=data%20analyst
321;Data Engineer;-;Российская академия народного хозяйства и государственной службы при Президенте Российской Федерации;https://hh.ru/vacancy/50945776?query=data%20analyst
322;Аналитик (Digital);-;inDriver;https://hh.ru/vacancy/51007382?query=data%20analyst
323;Industry and Client Analyst;-;TikTok;https://hh.ru/vacancy/51874544?query=data%20analyst
324;Senior Data Analyst;-;Сбер для экспертов;https://hh.ru/vacancy/51843684?query=data%20analyst
325;Разработчик нейросетевых алгоритмов / Data scientist;-;ООО Моринтех;https://hh.ru/vacancy/50751593?query=data%20analyst
326;Data Engineer (Predictive);-;ПАО Ростелеком;https://hh.ru/vacancy/47155956?query=data%20analyst
327;Data Analyst;-;Farfetch;https://hh.ru/vacancy/51780411?query=data%20analyst
328;Аналитик;до90000руб.;Школа безопасных инвестиций FIN-RA;https://hh.ru/vacancy/50195310?query=data%20analyst
329;Marketing Analyst;-;ООО Лидеа Рус;https://hh.ru/vacancy/51272577?query=data%20analyst
330;Market Research Аnalyst;-;Skyeng;https://hh.ru/vacancy/51927751?query=data%20analyst
331;Аналитик/Data Scientist;-;ООО Инновационная мобильность;https://hh.ru/vacancy/51895906?query=data%20analyst
332;Senior Business Analyst;-;Siren Group;https://hh.ru/vacancy/51258204?query=data%20analyst
333;Data scientist / аналитик;-;Банк ВТБ (ПАО);https://hh.ru/vacancy/51807306?query=data%20analyst
334;Data Analyst;3500–4500EUR;Exness;https://hh.ru/vacancy/51635507?query=data%20analyst
335;Senior Marketing Analyst;-;Novakid Inc;https://hh.ru/vacancy/50731074?query=data%20analyst
336;Аналитик;-;Recruitment Boutique S.M.Art;https://hh.ru/vacancy/51982878?query=data%20analyst
337;Data Analyst / Аналитик;-;Группа компаний «GroupM», MediaCom;https://hh.ru/vacancy/50013897?query=data%20analyst
338;Export Analyst;-;BELUGA GROUP. Алкогольное направление. Офис;https://hh.ru/vacancy/51942916?query=data%20analyst
339;Старший аналитик данных;-;ГК АСНА;https://hh.ru/vacancy/43796572?query=data%20analyst
340;Analyst (sell-side fixed income research);-;Газпромбанк;https://hh.ru/vacancy/51403876?query=data%20analyst
341;Продуктовый аналитик;-;Domino's Pizza;https://hh.ru/vacancy/50964958?query=data%20analyst
342;Product Manager/ Data analyst;-;ООО ПЕТЕР-СЕРВИС Спецтехнологии;https://hh.ru/vacancy/50726827?query=data%20analyst
343;Tutor in Data Analysis and Data Science (fluent in Spanish or Portuguese (Brazilian));-;Яндекс.Практикум;https://hh.ru/vacancy/52046183?query=data%20analyst
344;Data Engineer;-;NXP Semiconductors;https://hh.ru/vacancy/50439267?query=data%20analyst
345;Middle/Junior Data Analyst/Аналитик данных Big Data (Tableau);от120000руб.;QIWI;https://hh.ru/vacancy/51698025?query=data%20analyst
346;Multifunctional buy side Analyst;-;DPRG;https://hh.ru/vacancy/51731461?query=data%20analyst
347;Data Analyst/ Data Engineer;-;Сбер. IT;https://hh.ru/vacancy/51240974?query=data%20analyst
348;Web analyst (Google Analytics supports specialist);от600USD;ООО Рамп АйКью;https://hh.ru/vacancy/52046223?query=data%20analyst
349;Старший Веб-аналитик/Senior Web Analyst;-;Фэмели;https://hh.ru/vacancy/51854740?query=data%20analyst
350;Marketing Operations Analyst;-;EPAM Systems, Inc.;https://hh.ru/vacancy/51261214?query=data%20analyst
351;Junior data analyst;-;Самокат (ООО Умный ритейл);https://hh.ru/vacancy/51652485?query=data%20analyst
352;Аналитик данных ритейла (SQL, Python);-;NielsenIQ;https://hh.ru/vacancy/50828235?query=data%20analyst
353;Системный аналитик (Big data);-;Иннотех, Группа компаний;https://hh.ru/vacancy/52085428?query=data%20analyst
354;Data Analyst;-;DODO BRANDS (Dodo Pizza, Drinkit, Doner 42);https://hh.ru/vacancy/51766861?query=data%20analyst
355;Data Analyst / Web Analyst / Веб-аналитик;-;Группа компаний «GroupM», Wavemaker;https://hh.ru/vacancy/49630879?query=data%20analyst
356;Consumer and Shopper Analyst;-;Brown Forman;https://hh.ru/vacancy/50630766?query=data%20analyst
357;Product Analyst;-;ООО Mars (CHOCOLATE, PETCARE, FOOD);https://hh.ru/vacancy/50612115?query=data%20analyst
358;HR Analyst;-;Exness;https://hh.ru/vacancy/52008530?query=data%20analyst
359;Аналитик;-;Доктор Веб;https://hh.ru/vacancy/51984537?query=data%20analyst
360;Buy side fixed-income ANALYST;-;DPRG;https://hh.ru/vacancy/51731505?query=data%20analyst
361;Analyst SQL;-;Самсунг, Группа компаний;https://hh.ru/vacancy/43554151?query=data%20analyst
362;Junior Data Analyst;-;Marfatech;https://hh.ru/vacancy/51655110?query=data%20analyst
363;Системный аналитик;-;Билайн;https://hh.ru/vacancy/50937028?query=data%20analyst
364;Equity research junior analyst;-;Газпромбанк;https://hh.ru/vacancy/50237811?query=data%20analyst
365;Аналитик BI;-;ИДС Боржоми;https://hh.ru/vacancy/49774861?query=data%20analyst
366;QA Analyst;-;BookedBy;https://hh.ru/vacancy/50417645?query=data%20analyst
367;Data Engineer (Brokerage);-;Сбер для экспертов;https://hh.ru/vacancy/48384057?query=data%20analyst
368;System/Data analyst (SS ETL);250000–400000руб.;Кадровое агентство Юнити;https://hh.ru/vacancy/51648148?query=data%20analyst
369;System Analyst (DWH) / Системный аналитик (DWH);-;Ситимобил;https://hh.ru/vacancy/52086818?query=data%20analyst
370;Analyst (Middle to Senior);-;Betby;https://hh.ru/vacancy/51220591?query=data%20analyst
371;Data engineer;-;ANABAR;https://hh.ru/vacancy/51883824?query=data%20analyst
372;Data Engineer;-;Сбер для экспертов;https://hh.ru/vacancy/51789965?query=data%20analyst
373;Data Analyst (группа BI);-;СИТИЛИНК;https://hh.ru/vacancy/51704928?query=data%20analyst
374;Аналитик power bi / Data Analyst;от150000руб.;ООО Globaldrive;https://hh.ru/vacancy/48893199?query=data%20analyst
375;Junior Data Engineer;-;Сбер для экспертов;https://hh.ru/vacancy/51652225?query=data%20analyst
376;Data analyst (middle/senior);-;Сбер. IT;https://hh.ru/vacancy/49331505?query=data%20analyst
